,Dates,PX_OPEN,PX_LAST,PX_LOW,PX_HIGH,PX_VOLUME,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,PX_TO_TANG_BV_PER_SH,PX_TO_EBITDA,PX_TO_FREE_CASH_FLOW
1052,1052,151.75,151.53,150.3,152.29,14530600,38.5573,7.037,14.3898,10.4939,26.896,33.3805
1053,1053,151.85,153.61,151.3,153.63,16854365,39.0865,7.1336,14.5874,10.638,27.2652,33.8387
1054,1054,153.64,153.63,153.41,154.709,12520387,39.0916,7.1346,14.5893,10.6394,27.2687,33.8431
1055,1055,153.41,152.81,152.48,154.52,13457119,38.883,7.0965,14.5114,10.5826,27.1232,33.6624
1056,1056,153.27,153.12,152.34,153.75,12066657,38.9618,7.1109,14.5408,10.6041,27.1782,33.7307
1057,1057,154.08,154.71,153.1,154.73,17799449,39.3664,7.1847,14.6918,10.7142,27.4604,34.081
1058,1058,154.77,149.6,146.61,155.59,35577676,38.0662,6.9474,14.2066,10.3603,26.5534,32.9553
1059,1059,148.17,148.44,144.56,149.195,33170180,37.771,6.8934999999999995,14.0964,10.28,26.3475,32.6998
1060,1060,150.15,150.68,148.9,151.18,20483350,38.341,6.9976,14.3091,10.4351,26.7451,33.1932
1061,1061,151.26,150.25,149.05,152.4,20808759,38.2316,6.9776,14.2683,10.4053,26.6688,33.0985
1062,1062,147.67,149.8,146.375,150.037,18994152,38.117,6.9567,14.2256,10.3741,26.5889,32.9994
1063,1063,149.59,150.64,148.6,150.83,22882417,38.330799999999996,6.9957,14.3053,10.4323,26.738,33.1844
1064,1064,151.71,152.87,151.71,153.57,19026462,38.8982,7.0993,14.5171,10.5867,27.1338,33.6757
1065,1065,152.88,152.25,152.21,153.84,14743853,38.7405,7.0705,14.4582,10.5438,27.0238,33.5391
1066,1066,152.36,153.91,151.88,154.08,15039834,39.1628,7.1476,14.6159,10.6588,27.3184,33.9048
1067,1067,153.01,153.4,152.91,154.55,13005535,39.0331,7.1239,14.5674,10.6235,27.227899999999998,33.7924
1068,1068,152.72,155.07,152.65,155.2,18026977,39.458,7.2014,14.725999999999999,10.7391,27.5243,34.1603
1069,1069,156.25,153.59,153.195,156.5,18049651,39.0814,7.1327,14.5855,10.6366,27.2616,33.8343
1070,1070,152.84,150.58,150.39,153.31,19360766,38.3155,6.9929,14.2996,10.4282,26.7274,33.1712
1071,1071,150.92,153.24,149.86,153.47,16719104,38.9924,7.1164,14.5522,10.612400000000001,27.1995,33.7572
1072,1072,152.28,151.04,148.917,152.5,23973482,38.4326,7.0143,14.3433,10.46,26.809,33.2725
1073,1073,151.9,150.98,150.06,151.92,17666022,33.7763,6.5928,13.139,9.4939,24.1938,30.4705
1074,1074,151.72,148.43,147.8,152.15,13862735,33.2058,6.4814,12.9171,9.3335,23.7852,29.9559
1075,1075,149,150.34,148.13,150.85,14334290,33.6331,6.5648,13.0833,9.4536,24.0913,30.3414
1076,1076,149.03,148.82,148,150.04,14951802,33.2931,6.4985,12.951,9.3581,23.8477,30.0346
1077,1077,149.25,151.44,149.19,151.99,13615931,33.8792,6.6129,13.179,9.5228,24.2676,30.5634
1078,1078,151.69,153.5,151.51,153.98,13378672,34.34,6.7028,13.3583,9.6524,24.5977,30.9791
1079,1079,153.37,155.27,152.91,155.423,13667744,34.736,6.7801,13.5123,9.7637,24.8813,31.3363
1080,1080,156.49,158.9,156.2,159.16,22739388,35.5481,6.9386,13.8282,9.9919,25.463,32.0689
1081,1081,158.74,159.26,158.423,159.78,13929236,35.6286,6.9543,13.8596,10.0146,25.5207,32.1416
1082,1082,160.13,159.97,159.325,160.32,16371207,35.7875,6.9853,13.9214,10.0592,25.6344,32.2849
1083,1083,160.25,159.73,158.81,160.78,12858836,35.7338,6.9749,13.9005,10.0441,25.596,32.2364
1084,1084,159.66,162.86,159.42,163.73,23722910,36.434,7.1115,14.1729,10.2409,26.0976,32.8681
1085,1085,163.59,164.14,163.17,165.7,26273642,36.7204,7.1674,14.2842,10.3214,26.3027,33.1265
1086,1086,164.8,164.53,162.81,165,18523107,36.8076,7.1845,14.3182,10.3459,26.3652,33.2052
1087,1087,164.16,164.43,163.75,165.05,14744002,36.7852,7.1801,14.3095,10.3397,26.3491,33.185
1088,1088,164.64,166,164.31,166.17,17366971,37.1365,7.2487,14.4461,10.4384,26.6007,33.5018
1089,1089,165.01,165.28,163.862,165.54,15383241,36.9754,7.2172,14.3835,10.3931,26.4853,33.3565
1090,1090,166.01,165.61,164.1,166.01,35236867,37.0492,7.2316,14.4122,10.4139,26.5382,33.4231
1091,1091,174.7,170.44,167.5,175.49,68910708,38.1298,7.4425,14.8325,10.717600000000001,27.3122,34.3979
1092,1092,169.07,172.45,169.05,173.43,24557553,38.5794,7.5303,15.0074,10.844,27.6343,34.8036
1093,1093,172,169.25,168.55,172.72,25478945,37.8635,7.3906,14.7289,10.6427,27.1215,34.1577
1094,1094,169.82,169.86,169.05,170.47,14384957,38,7.4172,14.782,10.6811,27.2193,34.2809
1095,1095,170.3,169.3,166.91,170.55,17433774,37.8747,7.3928,14.7333,10.6459,27.1295,34.1678
1096,1096,169.3,168.59,168.25,169.7,10793841,37.7159,7.3618,14.6715,10.6012,27.0158,34.0245
1097,1097,168.97,169.62,168.69,170.06,10777727,37.9463,7.4067,14.7611,10.666,27.1808,34.2324
1098,1098,169.95,171.98,169.66,172.06,12787844,38.4743,7.5098,14.9665,10.8144,27.559,34.7087
1099,1099,171.88,171.23,170.62,173.05,14393524,38.3065,7.477,14.901299999999999,10.7672,27.4388,34.5573
1100,1100,169.98,171.18,169.56,171.45,10814984,38.2953,7.4749,14.8969,10.7641,27.4308,34.5473
1101,1101,170.06,167.4,166.85,170.59,20832746,37.4497,7.3098,14.5679,10.5264,26.8251,33.7844
1102,1102,167.95,168.08,166.85,168.82,13791153,37.6018,7.3395,14.6271,10.5692,26.934,33.9216
1103,1103,170.09,170.75,169.29,171.08,12954231,38.1991,7.4561,14.8595,10.7371,27.3619,34.4605
1104,1104,171.49,171,170.01,171.5,8729172,38.255,7.467,14.8812,10.7528,27.4019,34.5109
1105,1105,171.25,170,169.24,171.38,15779924,38.0313,7.4233,14.7942,10.6899,27.2417,34.3091
1106,1106,169.34,166.91,166.85,169.86,17216030,37.34,7.2884,14.5253,10.4956,26.7465,33.6855
1107,1107,166.84,167.41,166.21,168.67,15093638,37.4519,7.3102,14.5688,10.527,26.8267,33.7864
1108,1108,167.16,167.78,165.82,168,11907488,37.5347,7.3264,14.600999999999999,10.5503,26.886,33.8611
1109,1109,168.28,169.64,167.15,169.87,11390975,37.9508,7.4076,14.7629,10.667300000000001,27.184,34.2365
1110,1110,168.84,168.71,168.2,169.36,9856473,37.7427,7.367,14.682,10.6088,27.035,34.0488
1111,1111,168.88,167.74,166.41,169.29,14030420,37.5257,7.3246,14.5975,10.5478,26.8795,33.853
1112,1112,167.86,166.32,166.18,168.38,12614477,37.2081,7.2626,14.474,10.4585,26.652,33.5664
1113,1113,166.91,167.24,166.33,167.7,8553741,37.4139,7.3028,14.554,10.5163,26.7994,33.7521
1114,1114,165.25,168.05,165,168.425,11120986,37.5951,7.3382,14.6245,10.5673,26.9292,33.9156
1115,1115,168.17,169.92,167.63,170.18,11138293,38.0134,7.4198,14.7873,10.6849,27.2289,34.293
1116,1116,170.4,171.97,170.06,172.145,17226465,38.472,7.5093,14.9657,10.8138,27.5574,34.7067
1117,1117,172.4,172.02,171.31,172.915,11677589,38.4832,7.5115,14.97,10.8169,27.5654,34.7168
1118,1118,171.27,170.72,169.55,172.387,13221127,38.1924,7.4548,14.8569,10.7352,27.3571,34.4544
1119,1119,170.91,172.09,169.57,172.48,13906342,38.4989,7.5146,14.9761,10.8213,27.5766,34.7309
1120,1120,171.94,173.21,170.27,173.307,18049527,38.7494,7.5635,15.0736,10.8918,27.7561,34.9569
1121,1121,173.09,170.95,170.8,173.49,10998459,38.2438,7.4648,14.8769,10.749600000000001,27.3939,34.5008
1122,1122,172.4,173.51,172.2,173.89,12372040,38.8166,7.5766,15.0997,10.9106,27.8042,35.0175
1123,1123,173.76,172.96,171.75,174,11186328,38.6935,7.5526,15.0518,10.876,27.716,34.9065
1124,1124,173.01,173.05,172.06,173.17,9119295,38.7136,7.5565,15.0596,10.8817,27.7305,34.9247
1125,1125,172.26,170.96,170.5,172.28,15615654,38.2461,7.4652,14.8778,10.7503,27.3955,34.5029
1126,1126,170.88,171.64,170.26,172.34,15660539,38.3982,7.4949,14.9369,10.793,27.5045,34.6401
1127,1127,171.99,170.01,169.34,172.07,12954013,38.0336,7.4238,14.7951,10.6905,27.2433,34.3111
1128,1128,170.62,172.52,170.36,172.56,13168595,38.5951,7.5334,15.0135,10.8484,27.6455,34.8177
1129,1129,172.5,172.17,170.7,173.05,12264125,38.5168,7.5181000000000004,14.9831,10.8264,27.5894,34.7471
1130,1130,171.69,171.11,170.01,172.27,11161412,38.2796,7.4718,14.8908,10.7597,27.4196,34.5331
1131,1131,170.21,170.54,169.22,171.73,12097138,38.1521,7.4469,14.8412,10.7239,27.3282,34.4181
1132,1132,169.24,162.87,161.56,169.3,41251583,36.4362,7.112,14.1737,10.2416,26.0992,32.8701
1133,1133,164.5,164.21,162.78,165.5,23363335,36.736,7.1705,14.2903,10.3258,26.3139,33.1406
1134,1134,165.9,167.68,165.57,168.34,19242548,37.5123,7.322,14.5923,10.544,26.8699,33.8409
1135,1135,167.94,168.73,167.16,169.07,12178747,37.7472,7.3679,14.6837,10.61,27.0382,34.0528
1136,1136,168.83,170.87,168.81,171.66,15340366,33.1143,6.9732,13.5553,9.7468,24.484,31.4306
1137,1137,171.39,169.47,168.75,171.87,13392280,32.843,6.9161,13.4442,9.6669,24.2834,31.1731
1138,1138,169.3,169.96,169.2,170.73,8190273,32.938,6.9361,13.4831,9.6948,24.3536,31.2632
1139,1139,169.83,168.42,168.29,170.67,12127887,32.6395,6.8732,13.3609,9.607,24.1329,30.9799
1140,1140,169.18,171.24,168.6,171.31,14580628,33.186,6.9883,13.5846,9.767900000000001,24.537,31.4986
1141,1141,170.25,172.23,169.75,172.37,13124473,33.3779,7.0287,13.6631,9.824300000000001,24.6788,31.6807
1142,1142,172.7,172.5,172,174.88,14570413,33.4302,7.0397,13.6846,9.8397,24.7175,31.7304
1143,1143,173,171.59,170.8,173.2,11341081,33.2539,7.0026,13.612400000000001,9.7878,24.5871,31.563
1144,1144,171.95,172.74,171.4,172.78,11283663,33.4767,7.0495,13.7036,9.8534,24.7519,31.7746
1145,1145,172.61,172.55,172.29,173.85,10351044,33.4399,7.0418,13.6885,9.842600000000001,24.7247,31.7396
1146,1146,173.45,173.74,173.2,174.65,13658307,33.6705,7.0903,13.7829,9.9105,24.8952,31.9585
1147,1147,174.49,174.52,174.06,175,11498752,33.8217,7.1222,13.8448,9.955,25.007,32.102
1148,1148,174.71,176.11,174.36,176.13,15990079,34.1298,7.1871,13.9709,10.0457,25.2348,32.3945
1149,1149,176.65,176.03,175.75,176.74,12752351,34.1143,7.1838,13.9646,10.0411,25.2233,32.3797
1150,1150,174.93,174.56,172.63,176.03,14048350,33.8295,7.1238,13.848,9.9572,25.0127,32.1093
1151,1151,175.5,174.98,174.63,175.88,12602238,33.9109,7.1409,13.8813,9.9812,25.0729,32.1866
1152,1152,175.2,171.27,171.25,175.34,13852658,33.1919,6.9895,13.587,9.7696,24.5413,31.5042
1153,1153,172.3,171.8,171.5,173.24,12267913,33.2946,7.0112,13.629,9.7998,24.6172,31.6017
1154,1154,171.9,170.6,168.89,172.25,15868197,33.062,6.9622,13.5338,9.7313,24.4453,31.3809
1155,1155,171.38,170.63,170.39,172.285,11833141,33.0678,6.9634,13.536200000000001,9.7331,24.4496,31.3864
1156,1156,174.15,177.88,173.9,178.21,30285281,34.4729,7.2593,14.1114,10.1466,25.4884,32.72
1157,1157,179.26,179.87,177.61,180.69,24353160,34.8585,7.3405000000000005,14.2692,10.2601,25.7736,33.0861
1158,1158,180.57,180.06,178.94,180.8,20174231,34.8953,7.3483,14.2843,10.271,25.8008,33.121
1159,1159,182.36,182.66,180.57,182.9,40918341,35.3992,7.4544,14.4906,10.4193,26.1733,33.5993
1160,1160,180.63,178.92,177.34,181.94,35529893,34.6744,7.3017,14.1939,10.2059,25.6374,32.9113
1161,1161,179.29,178.92,176.71,179.86,17822131,34.6744,7.3017,14.1939,10.2059,25.6374,32.9113
1162,1162,178.56,180.17,178.31,180.45,13312741,34.9167,7.3527000000000005,14.293,10.2772,25.8166,33.1413
1163,1163,180.5,180.25,178.96,180.748,12928182,34.9322,7.356,14.2994,10.2818,25.828,33.156
1164,1164,179.79,179.56,179.11,180.35,10494149,34.7984,7.3278,14.2446,10.2424,25.7291,33.0291
1165,1165,178.31,179.3,177.09,179.4,12610335,34.7481,7.3172,14.224,10.2276,25.6919,32.9812
1166,1166,178.35,178.46,177.96,179.1,11070189,34.5853,7.283,14.1574,10.1797,25.5715,32.8267
1167,1167,177.5,178.77,177.3,179.04,9523447,34.6453,7.2956,14.182,10.1974,25.616,32.8837
1168,1168,178.13,178.07,177.18,178.97,9585868,34.5097,7.267,14.1264,10.1575,25.5156,32.755
1169,1169,176.66,177.95,176.4,178.57,10253667,34.4864,7.2621,14.1169,10.1506,25.4985,32.7329
1170,1170,178.76,179.59,178.5,179.83,15607582,34.8043,7.3291,14.247,10.2442,25.7334,33.0346
1171,1171,179.3,179,178.9,179.98,13017980,34.6899,7.305,14.2002,10.2105,25.6489,32.9261
1172,1172,178.87,178.74,178.1,179.5,10052391,34.6395,7.2943999999999996,14.1796,10.1957,25.6117,32.8782
1173,1173,179.15,181.86,178.99,181.89,14503990,35.2442,7.4217,14.4271,10.3736,26.0587,33.4521
1174,1174,181.3,180.87,180.44,181.73,10376329,35.0523,7.3812999999999995,14.3486,10.3172,25.9169,33.27
1175,1175,180.4,182.78,180.29,183.15,9426283,35.4225,7.4593,14.5001,10.4261,26.1905,33.6214
1176,1176,182.56,183.03,181.99,183.73,12344516,35.4709,7.4695,14.5199,10.4404,26.2264,33.6673
1177,1177,183.51,182.42,182.09,184.25,14379674,35.3527,7.4446,14.4715,10.4056,26.139,33.5551
1178,1178,181.89,175.13,174,181.97,41933484,33.9399,7.1471,13.8932,9.9897,25.0944,32.2142
1179,1179,176.85,177.18,175.2,178.275,25307601,34.3372,7.2307,14.0558,10.1067,25.3881,32.5913
1180,1180,176.03,175.1,172.34,177.48,20182523,33.9341,7.1458,13.8908,9.988,25.0901,32.2087
1181,1181,176.29,171.47,170.79,176.57,24459422,33.2306,6.9977,13.6028,9.781,24.5699,31.541
1182,1182,170.45,172.83,169.01,175.38,20184908,33.4942,7.0532,13.7107,9.8586,24.7648,31.7911
1183,1183,172.5,176.06,171.9,176.77,20255846,34.1202,7.185,13.967,10.0428,25.2276,32.3853
1184,1184,175.8,180.14,175.8,180.39,20404533,34.9109,7.3515,14.2906,10.2755,25.8123,33.1357
1185,1185,181.53,179,178.74,182.28,19883764,34.6899,7.305,14.2002,10.2105,25.6489,32.9261
1186,1186,179.3,179.04,178.8,180.22,13168575,34.6977,7.3065999999999995,14.2034,10.2128,25.6546,32.9334
1187,1187,178.6,176.96,176.6,179.18,16854098,34.2946,7.2217,14.0384,10.0941,25.3566,32.5508
1188,1188,177.3,178.3,177.25,179.16,14615718,34.5543,7.2764,14.1447,10.1706,25.5486,32.7973
1189,1189,178.29,178.39,177.68,180.36,13590999,34.5717,7.2801,14.1518,10.1757,25.5615,32.8138
1190,1190,179.02,180.18,178.36,180.493,28463101,34.9186,7.3531,14.2938,10.2778,25.818,33.1431
1191,1191,181.01,180.82,179.75,181.3,17265376,35.0426,7.3793,14.3446,10.3143,25.9097,33.2608
1192,1192,179.95,179.51,178.22,180.08,14920582,34.7888,7.3258,14.2407,10.2396,25.722,33.0199
1193,1193,179.81,177.89,177.36,179.81,11860497,34.4748,7.2597,14.1122,10.1472,25.4899,32.7219
1194,1194,177.94,177.45,177.05,178.68,11600700,34.3895,7.2417,14.0772,10.1221,25.4268,32.6409
1195,1195,177.14,177.2,176.23,177.53,8509451,34.3411,7.2315,14.0574,10.1078,25.391,32.595
1196,1196,176.63,175.99,174.67,177,8897286,34.1066,7.1822,13.9614,10.0388,25.2176,32.3724
1197,1197,176.55,177.62,176.26,178.44,9496071,34.4225,7.2487,14.0907,10.1318,25.4512,32.6722
1198,1198,177.95,177.92,177.68,178.937,12220760,34.4806,7.2609,14.1145,10.1489,25.4942,32.7274
1199,1199,178,176.46,176.46,178.85,10261456,28.6533,6.8972999999999995,12.5942,9.4538,22.0465,29.2809
1200,1200,177.68,181.42,177.55,181.58,18151903,29.4587,7.0912,12.9482,9.7195,22.6662,30.1039
1201,1201,181.88,184.67,181.33,184.78,16886563,29.9864,7.2182,13.1801,9.8936,23.0722,30.6432
1202,1202,184.9,184.33,184.1,186.21,13880896,29.9312,7.2049,13.1559,9.875399999999999,23.0298,30.5868
1203,1203,185.59,186.85,184.93,186.9,13574535,30.3404,7.3034,13.3357,10.0104,23.3446,31.0049
1204,1204,187.2,188.28,186.33,188.9,17994726,30.5726,7.3593,13.4378,10.087,23.5233,31.2422
1205,1205,188.7,187.87,187.1,188.8,12393057,30.5061,7.3433,13.4085,10.0651,23.472,31.1742
1206,1206,186.94,187.84,185.63,187.89,10529894,30.5012,7.3421,13.4064,10.0635,23.4683,31.1692
1207,1207,188.4,187.77,187.38,188.4,9588587,30.4898,7.3394,13.4014,10.0597,23.459600000000002,31.1576
1208,1208,178.06,179.37,177.4,181.48,77551299,29.1258,7.011,12.8019,9.6097,22.4101,29.7637
1209,1209,181.5,178.39,178.04,181.75,36183842,28.9667,6.9727,12.7319,9.5572,22.2876,29.6011
1210,1210,179.26,177.6,175.8,179.32,27992376,28.8384,6.9418,12.6756,9.5149,22.1889,29.47
1211,1211,178.13,179.8,177.08,180.98,23304901,29.1957,7.0278,12.8326,9.6327,22.4638,29.8351
1212,1212,180.85,181.29,180.17,182.37,26826540,29.4376,7.0861,12.9389,9.7126,22.65,30.0823
1213,1213,180.8,185.37,180.41,185.39,21059464,30.1001,7.2456,13.2301,9.9311,23.1597,30.7593
1214,1214,186.05,189.35,185.55,189.55,25678781,30.7464,7.4011,13.5142,10.1444,23.657,31.4198
1215,1215,189.89,186.55,186.52,190.66,24334548,30.2917,7.2917,13.3143,9.9944,23.3071,30.9551
1216,1216,187.95,187.48,186.6,188.62,17377740,30.4427,7.328,13.3807,10.0442,23.4233,31.1095
1217,1217,187.75,190,186.81,190,17759212,30.8519,7.4265,13.5606,10.1792,23.7382,31.5276
1218,1218,188.75,185.98,185.63,188.84,20453172,30.1992,7.2694,13.2736,9.963799999999999,23.2359,30.8606
1219,1219,183.01,187.12,181.84,188.18,20858556,30.3843,7.314,13.355,10.0249,23.3783,31.0497
1220,1220,188.37,186.89,185.22,189.83,43275144,30.3469,7.305,13.3386,10.0126,23.3496,31.0116
1221,1221,188.22,193.09,187.89,195.32,54211293,31.3537,7.5473,13.7811,10.3447,24.1242,32.0404
1222,1222,192.04,190.28,189.98,194.21,26677484,30.8974,7.4375,13.5805,10.1942,23.7731,31.5741
1223,1223,186.93,181.26,180.61,190.61,33128206,29.4327,7.0849,12.9368,9.711,22.6462,30.0773
1224,1224,178.57,185.31,177.74,185.77,37758505,30.0904,7.2432,13.2258,9.9279,23.1522,30.7494
1225,1225,184.15,180.18,179.95,185.082,27601886,29.2574,7.0427,12.8597,9.6531,22.5113,29.8981
1226,1226,181.01,171.58,171.482,181.84,38478321,27.8609,6.7065,12.2459,9.1924,21.4368,28.4711
1227,1227,174.76,176.11,167.18,176.9,39887626,28.5965,6.8836,12.5692,9.435,22.0028,29.2228
1228,1228,177.06,176.41,171.84,177.545,32092133,28.6452,6.8953,12.5906,9.4511,22.0403,29.2726
1229,1229,175.62,173.15,173.1,175.97,21809350,28.1158,6.7679,12.358,9.2765,21.633,28.7316
1230,1230,173.45,179.52,173.212,179.81,28929704,29.1502,7.0169,12.8126,9.6177,22.4288,29.7886
1231,1231,180.5,179.96,176.84,180.5,20922120,29.2216,7.0341,12.844,9.6413,22.4838,29.8616
1232,1232,178.99,177.36,176.3,179.88,21015610,28.7995,6.9325,12.6584,9.502,22.159,29.4302
1233,1233,175.77,176.01,175.11,177.95,21204921,28.5802,6.8797,12.562100000000001,9.4297,21.9903,29.2062
1234,1234,176.71,177.91,176.4,181.27,23200804,28.8888,6.954,12.6977,9.5315,22.2277,29.5215
1235,1235,178.7,178.99,177.41,180.21,18464192,29.0641,6.9962,12.7748,9.5893,22.3626,29.7007
1236,1236,179.9,183.29,179.51,183.39,19007288,29.7624,7.1643,13.0817,9.8197,22.8998,30.4142
1237,1237,184.58,184.93,183.223,185.66,17599703,30.0287,7.2284,13.1987,9.9076,23.1047,30.6863
1238,1238,184.45,181.46,181.46,184.7,15849806,29.4652,7.0927,12.951,9.7217,22.6712,30.1105
1239,1239,182.3,178.32,178.14,182.88,18783039,28.9553,6.97,12.7269,9.5534,22.2789,29.5895
1240,1240,179.01,175.94,174.41,180.12,23201626,28.5689,6.877,12.5571,9.4259,21.9815,29.1946
1241,1241,173.29,176.62,172.99,177.11,20025905,28.6793,6.9035,12.6056,9.4624,22.0665,29.3074
1242,1242,176.2,180.4,175.89,181.148,16189280,29.2931,7.0513,12.875399999999999,9.6649,22.5388,29.9346
1243,1243,181.78,179.78,179.11,182.38,15086784,29.1924,7.0271,12.8311,9.6317,22.4613,29.8318
1244,1244,178.74,183.71,178.07,183.82,19097293,29.8306,7.1807,13.1116,9.8422,22.9523,30.4839
1245,1245,183.56,182.34,181.45,184.4,17225946,29.6081,7.1271,13.0139,9.7688,22.7811,30.2566
1246,1246,183.91,185.23,183.21,185.51,18526292,30.0774,7.2401,13.2201,9.9236,23.1422,30.7361
1247,1247,185.23,184.76,184.22,186.1,15301229,30.0011,7.2217,13.1866,9.8985,23.0835,30.6581
1248,1248,185.61,181.88,181.11,185.99,18067477,29.5334,7.1091,12.981,9.7442,22.7237,30.1802
1249,1249,182.6,184.19,181.85,184.25,16821728,29.9085,7.1994,13.1459,9.8679,23.0123,30.5635
1250,1250,183.24,183.86,182.19,184,15645035,29.8549,7.1865,13.1223,9.8502,22.971,30.5088
1251,1251,184.49,185.09,183.41,185.33,24403438,30.0546,7.2346,13.2101,9.9161,23.1247,30.7129
1252,1252,177.01,172.56,170.06,177.17,88140060,28.02,6.7448,12.3158,9.2449,21.5592,28.6337
1253,1253,167.47,168.15,161.95,170.2,129851768,27.3039,6.5725,12.0011,9.0086,21.0083,27.9019
1254,1254,164.8,169.39,163.3,173.4,106598834,27.5053,6.6209,12.0896,9.075,21.1632,28.1077
1255,1255,166.13,164.89,163.72,170.27,73742979,26.7746,6.4451,11.7684,8.8339,20.601,27.361
1256,1256,165.44,159.39,159.02,167.1,53609706,25.8815,6.2301,11.3759,8.5393,19.9138,26.4483
1257,1257,160.82,160.06,149.02,161.1,126116634,25.9903,6.2562999999999995,11.4237,8.5752,19.9975,26.5595
1258,1258,156.31,152.22,150.75,162.85,79116995,24.7173,5.9498,10.8641,8.1551,19.018,25.2586
1259,1259,151.65,153.03,150.8,155.88,60029170,24.8488,5.9815000000000005,10.922,8.1985,19.1192,25.393
1260,1260,155.15,159.79,154.14,161.42,59434293,23.4694,5.9741,10.4093,8.0482,18.1112,24.7597
1261,1261,157.81,155.39,154.111,159.2,36795991,22.8231,5.8096,10.1227,7.8265,17.6125,24.0779
1262,1262,156.55,156.11,150.81,157.39,42543865,22.9289,5.8365,10.1696,7.8628,17.6941,24.1895
1263,1263,152.025,155.1,150.51,155.56,49885584,22.7805,5.7988,10.1038,7.8119,17.5796,24.033
1264,1264,161.56,159.34,156.65,161.575,41449609,23.4033,5.9573,10.38,8.0255,18.0602,24.69
1265,1265,157.73,157.2,156.81,161.42,41644812,23.089,5.8773,10.2406,7.9177,17.8176,24.3584
1266,1266,157.82,157.93,156.04,160.53,34915227,23.1962,5.9046,10.2882,7.9545,17.9004,24.4715
1267,1267,157.93,165.04,157.01,165.98,58947041,24.2405,6.1704,10.7513,8.3126,18.7062,25.5732
1268,1268,165.36,166.32,163.25,168.65,56144633,24.4285,6.2183,10.8347,8.3771,18.8513,25.7715
1269,1269,166.98,163.87,163.1,167.45,38262956,24.0686,6.1267,10.6751,8.2537,18.5736,25.3919
1270,1270,164.58,164.52,163.77,165.704,19990561,24.1641,6.151,10.7175,8.2864,18.6473,25.4926
1271,1271,165.725,164.83,163.39,165.78,18119435,24.209600000000002,6.1625,10.7377,8.302,18.6824,25.5407
1272,1272,165.83,168.66,165.66,169,22743029,24.7722,6.3057,10.9872,8.4949,19.1165,26.1341
1273,1273,166.88,166.36,165.77,168.12,20969568,24.4343,6.2197,10.8373,8.3791,18.8558,25.7777
1274,1274,166.2,168.1,165.2,168.33,22234961,24.6899,6.2848,10.9507,8.4667,19.0531,26.0473
1275,1275,167.79,166.28,165.81,168.43,19119438,24.4226,6.2168,10.8321,8.375,18.8468,25.7653
1276,1276,167.27,165.84,165.09,168.45,23088102,24.358,6.2003,10.8035,8.3529,18.7969,25.6972
1277,1277,165.43,159.69,158.19,166.1,35079926,23.4547,5.9704,10.4028,8.0431,18.0998,24.7442
1278,1278,160.145,159.69,156.19,161.06,41083581,23.4547,5.9704,10.4028,8.0431,18.0998,24.7442
1279,1279,173.22,174.16,170.8,176.27,77556934,25.58,6.5114,11.3455,8.7719,19.7399,26.9864
1280,1280,176.81,173.59,172.6,177.1,29804657,25.4963,6.4901,11.3083,8.7432,19.6753,26.898
1281,1281,173.79,172,171.71,175.72,20750478,25.2627,6.4306,11.2048,8.6631,19.4951,26.651699999999998
1282,1282,172,173.86,170.23,174.02,26025932,25.5359,6.5001999999999995,11.3259,8.7568,19.7059,26.9399
1283,1283,174.246,176.07,174.2,178.08,30424450,25.860500000000002,6.5828,11.469899999999999,8.8681,19.9564,27.2823
1284,1284,175.13,174.02,172.12,176.12,24026071,25.5594,6.5061,11.3363,8.7649,19.7241,26.9647
1285,1285,173.08,176.61,173.06,176.98,17677844,25.939799999999998,6.603,11.5051,8.8953,20.0176,27.366
1286,1286,177.35,177.97,177.17,179.5,18697195,26.1396,6.6538,11.5937,8.963799999999999,20.1718,27.5767
1287,1287,178.25,178.92,177.11,179.04,15577211,26.2791,6.6893,11.6555,9.0117,20.2794,27.7239
1288,1288,179.67,182.66,178.781,183.01,23282811,26.8284,6.8292,11.8992,9.2001,20.7033,28.3034
1289,1289,183.15,185.53,182.5,186.129,21071403,27.25,6.9365,12.0861,9.3446,21.0286,28.7482
1290,1290,184.85,186.99,184.18,188.32,21207848,27.4644,6.991,12.1813,9.4181,21.1941,28.9744
1291,1291,187.71,186.64,186.2,187.86,15646744,27.413,6.978,12.1585,9.4005,21.1545,28.9202
1292,1292,184.88,184.32,183.2,185.29,15429433,27.0722,6.8911999999999995,12.0073,9.2837,20.8915,28.5607
1293,1293,183.695,183.2,182.66,184.32,16975495,26.9077,6.8493,11.9344,9.2272,20.7646,28.3871
1294,1294,182.68,183.76,182.22,184.06,14840675,26.99,6.8703,11.9708,9.2555,20.828,28.4739
1295,1295,183.49,182.68,182.61,184.19,13130451,26.8314,6.8299,11.9005,9.2011,20.7056,28.3065
1296,1296,183.77,184.49,183.13,185.3,13532864,27.0972,6.8976,12.0184,9.2922,20.910800000000002,28.587
1297,1297,184.93,183.8,183.43,185.42,12731419,26.9959,6.8718,11.9734,9.2575,20.8326,28.4801
1298,1298,182.5,186.9,182.18,186.91,16628100,27.4512,6.9877,12.1754,9.4136,21.1839,28.9604
1299,1299,185.88,185.93,185.03,186.8,12354742,27.3087,6.9514,12.1122,9.3648,21.074,28.8101
